Average Accuracy,40.91
Sentence Index,Original Sentence,Estimated Sentence,Accuracy (%)
1108,He placed himself by her,He placed him by her,80.0
1109,Elizabeth with a triumphant sensation looked towards his friend,Elizabeth with a troubled secrets love to him friends,33.33333333333333
1110,He bore it with noble indifference and she would have imagined that Bingley had received his sanction to be happy had she not seen his eyes likewise turned towards Mr,He bounded it will not in any she would have impressed that Biron had recovered his s a to be happy had she now set his eyes UNK UNK turned to Mr,26.666666666666668
1111,Darcy with an expression of halflaughing alarm,Day with an expression of having last alone,57.14285714285714
1112,His behaviour to her sister was such during dinnertime as showed an admiration of her which though more guarded than formerly persuaded Elizabeth that if left wholly to himself Janes happiness and his own would be speedily secured,His behaviour to her situation was suspended during discovered as she an admiration of her whom the moon guessing the for people Elizabeth there if learned where to his UNK s happy and his own would be spectre separated,36.84210526315789
1113,Though she dared not depend upon the consequence she yet received pleasure from observing his behaviour,The she days not decreased upon the court she years really place from observed his beauty,43.75
1114,It gave her all the animation that her spirits could boast for she was in no cheerful humour,It gave her all therefore anger that he spoke collected body forth she was in no change humanity,50.0
1115,Mr,Mr,100.0
1116,Darcy was almost as far from her as the table could divide them,Day was always as far from her asylum the task cottage dismay them,53.84615384615385
1117,He was on one side of her mother,He was on one side of her mournfully,87.5
1118,She knew how little such a situation would give pleasure to either or make either appear to advantage,She know how lips such a silent words give pleasure to either or man either appeared to admiration,61.111111111111114
1119,She was not near enough to hear any of their discourse but she could see how seldom they spoke to each other and how formal and cold was their manner whenever they did,She was now nearly endure to her anything of this difficulty but she could several hours see the spot to each other and horror for and complacency was the man what they disciple,42.42424242424242
1120,Her mothers ungraciousness made the sense of what they owed him more painful to Elizabeths mind and she would at times have given anything to be privileged to tell him that his kindness was neither unknown nor unfelt by the whole of the family,He mother such n marked the secrets of which they o which UNK more particularly to Elizabeth s might and she would at times have given and to be progress to tear his thin his kind was neither until now undisturbed by the whole of the fact,4.545454545454546
1121,She was in hopes that the evening would afford some opportunity of bringing them together that the whole of the visit would not pass away without enabling them to enter into something more of conversation than the mere ceremonious salutation attending his entrance,She was in hope that that events word affection some opportunity of bringing the towards think the whole of this visit would not passed away with enjoying them to enter in some most of conduct than the merchant certainly saw at his entered,51.162790697674424
1122,Anxious and uneasy the period which passed in the drawingroom before the gentlemen came was wearisome and dull to a degree that almost made her uncivil,Anguish and under thing peasants whose past in the dreaded road before the gentle called waves were and during to a describe than all mankind her uncle,11.538461538461538
1123,She looked forward to their entrance as the point on which all her chance of pleasure for the evening must depend,She looked forward to the enchanting as the point on which also he change of pleasure for that every muscle deeply,57.14285714285714
1124,If he does not come to me _then_ said she I shall give him up for ever The gentlemen came and she thought he looked as if he would have answered her hopes but alas,If he do not consent towards me UNK a she I should girl his up for even The gentle came and she threw he loved as if he would have and he house but alone,54.285714285714285
1125,the ladies had crowded round the table where Miss Bennet was making tea and Elizabeth pouring out the coffee in so close a confederacy that there was not a single vacancy near her which would admit of a chair,the latter had creature rough the task which Milan Be was made tears and Elizabeth pointed out the cottage in so UNK continually threatened there was not a UNK near he who world advantage of a child,25.64102564102564
1126,And on the gentlemens approaching one of the girls moved closer to her than ever and said in a whisper The men shant come and part us I am determined,And on the gentle UNK one of the girl more closer to hear the event and said in a which The me shiver UNK continued and partly us I am deserving,43.333333333333336
1127,We want none of them do we Darcy had walked away to another part of the room,We was no of their door were Daniel had watched away to and part of the room,52.94117647058824
1128,She followed him with her eyes envied everyone to whom he spoke had scarcely patience enough to help anybody to coffee and then was enraged against herself for being so silly,She for himself with her UNK n every town when he sport have science palpable enemy to her and to commence and that was endeavouring against her found be so simple,32.25806451612903
1129,A man who has once been refused,A man which had only be realized,28.57142857142857
1130,How could I ever be foolish enough to expect a renewal of his love,How could I evil been followed endeavour to expressed a recital of his love,57.14285714285714
1131,Is there one among the sex who would not protest against such a weakness as a second proposal to the same woman,Is this one among the sea which would not pretend against such a were as a several proceeded towards the same world,59.09090909090909
1132,There is no indignity so abhorrent to their feelings She was a little revived however by his bringing back his coffeecup himself and she seized the opportunity of saying Is your sister at Pemberley still Yes she will remain there till Christmas And quite alone,There is now invulnerable solitude about to the female She was a little reasonably home by his briefly back his companion curiosity him and she seek the operations of said Is your sister at Perth still Yet she with regard that time Christian And quickly also,24.444444444444443
1133,Have all her friends left her Mrs,Have also her from leaving her Mr,42.857142857142854
1134,Annesley is with her,And is with health,50.0
1135,The others have been gone on to Scarborough these three weeks She could think of nothing more to say but if he wished to converse with her he might have better success,The UNK been go only to Scotland through they were She continued that of no moment to say but if her wished to comply with her he might have been sullen,3.125
1136,He stood by her however for some minutes in silence and at last on the young ladys whispering to Elizabeth again he walked away,He strove by he house for some miserable in silence and at lay on the youth UNK whispered to Elizabeth against he walking away,58.333333333333336
1137,When the tea things were removed and the card tables placed the ladies all rose and Elizabeth was then hoping to be soon joined by him when all her views were overthrown by seeing him fall a victim to her mothers rapacity for whist players and in a few moments after seated with the rest of the party,When these teacher they were remote and then cause taken place the lake alone rose and Elizabeth was the horses to be so joined by his which also her visits were overwhelmed by see his father a victim to her mother UNK a for which pleasant and in a few months after sealed with the remembrance of the past,32.758620689655174
1138,She now lost every expectation of pleasure,She no longer every expressive of pleasure,57.14285714285714
1139,They were confined for the evening at different tables and she had nothing to hope but that his eyes were so often turned towards her side of the room as to make him play as unsuccessfully as herself,They were continually for the event at disaster tale and she had none to horrible but that his eyes were some of turned to her sister of the room as to make hiding place UNK UNK her,57.89473684210527
1140,Mrs,Mr,0.0
1141,Bennet had designed to keep the two Netherfield gentlemen to supper but their carriage was unluckily ordered before any of the others and she had no opportunity of detaining them,Beaufort had determined to keep that two Newton gentle to sustain but the case was understood or beneath anything of the others and she had no opportunity of define theirs,53.333333333333336
1142,Well girls said she as soon as they were left to themselves what say you to the day,We girl saw she as soon as there were left to those which saw you to the day,61.111111111111114
1143,I think everything has passed off uncommonly well I assure you,UNK events have part of understood we I ask you,0.0
1144,The dinner was as well dressed as any I ever saw,The dissecting was as we drawing asylum and I even saw,45.45454545454545
1145,The venison was roasted to a turnand everybody said they never saw so fat a haunch,The very was rooted to UNK an even saw the next saw s o far a happiness,25.0
1146,The soup was fifty times better than what we had at the Lucases last week and even Mr,The soil was first time begin them whom we have at the Lucerne landed were and every Mr,38.88888888888889
1147,Darcy acknowledged that the partridges were remarkably well done and I suppose he has two or three French cooks at least,Darkness accompanied that that patriot were rest were do and I supposed he has two or these Frankenstein could at leisure,42.857142857142854
1148,And my dear Jane I never saw you look in greater beauty,And my delight UNK I never saw you look in grace better,66.66666666666666
1149,Mrs,Mr,0.0
1150,Long said so too for I asked her whether you did not,Look sail sought to forget I as her whom you distinguished nothing,25.0
1151,And what do you think she said besides,And why do you that she saw beneath,50.0
1152,Ah,Ah,100.0
1153,Mrs,Mr,0.0
1154,Bennet we shall have her at Netherfield at last She did indeed,Besides were she had here attributed Newton at last She died inequalities,25.0
1155,I do think Mrs,I do the Mr,50.0
1156,Long is as good a creature as ever livedand her nieces are very pretty behaved girls and not at all handsome I like them prodigiously Illustration Mrs,Look is as good a criminal as even life and he night are very proceeded before girl and now at all have I live the professors I UNK M UNK s,18.51851851851852
1157,Long and her nieces Mrs,Look and he night Mr,20.0
1158,Bennet in short was in very great spirits she had seen enough of Bingleys behaviour to Jane to be convinced that she would get him at last and her expectations of advantage to her family when in a happy humour were so far beyond reason that she was quite disappointed at not seeing him there again the next day to make his proposals,Besides in she was in very grief spirits she had seen enough of UNK belonging to UNK to be continued that she would gentle him at land and her expressive of added to her father who UNK had hundred were so fall being restored that she was quickly discovered at now set his UNK UNK agonies the next day to make his proposition,46.03174603174603
1159,It has been a very agreeable day said Miss Bennet to Elizabeth,It had been a very again day said Milan Beaufort to Elizabeth,66.66666666666666
1160,The party seemed so well selected so suitable one with the other,The pathless seas so we see so suffer on with the others,41.66666666666667
1161,I hope we may often meet again Elizabeth smiled,I how we may of me again Elizabeth smiles,55.55555555555556
1162,Lizzy you must not do so,Listen you must not do solitude,66.66666666666666
1163,You must not suspect me,You must not surprised me,80.0
1164,It mortifies me,It moved me,66.66666666666666
1165,I assure you that I have now learnt to enjoy his conversation as an agreeable and sensible young man without having a wish beyond it,I assure you that I had not led to encourage his constant as an agreeable and serving you marriage with have a wild be it,52.0
1166,I am perfectly satisfied from what his manners now are that he never had any design of engaging my affection,I am perplexed safe from which his UNK a not ardently than he never hated and degree of endeavoured my after,20.0
1167,It is only that he is blessed with greater sweetness of address and a stronger desire of generally pleasing than any other man You are very cruel said her sister you will not let me smile and are provoking me to it every moment How hard it is in some cases to be believed,It is on the he is black with greater swiftness UNK and a still desire of genius pleasure the angelic other man You are very creatures said he sir UNK not let me smiles and ardently prayed mental to it every moment How had it is in some came to be before,11.11111111111111
1168,And how impossible in others,And how improved in others,80.0
1169,But why should you wish to persuade me that I feel more than I acknowledge That is a question which I hardly know how to answer,But why should you will to permit me that I felt more than I acceptance UNK a qualities which I had knew hours to another,42.30769230769231
1170,We all love to instruct though we can teach only what is not worth knowing,We all looked took in the were can tears only who is nothing work knowledge,33.33333333333333
1171,Forgive me and if you persist in indifference do not make _me_ your confidante Illustration Lizzy my dear I want to speak to you CHAPTER LV,Forgive me and if your peace indulge in do not man UNK o cousin I UNK Lives my death I was to speak to you UNK UNK,23.076923076923077
1172,Illustration A few days after this visit Mr,I UNK A few days after their village Mr,0.0
1173,Bingley called again and alone,Biron came again and alone,60.0
1174,His friend had left him that morning for London but was to return home in ten days time,His from had left his the most forward London but was to return houses in ten dark time,61.111111111111114
1175,He sat with them above an hour and was in remarkably good spirits,Her satiated with UNK an hour and wandered in reality good spirits,7.6923076923076925
1176,Mrs,Mr,0.0
1177,Bennet invited him to dine with them but with many expressions of concern he confessed himself engaged elsewhere,Besides in him to die with the burned with man extents of consolation he concerning his enjoyments eloquence,33.33333333333333
1178,Next time you call said she I hope we shall be more lucky He should be particularly happy at any time etc etc and if she would give him leave would take an early opportunity of waiting on them,Never times you UNK a she I hope we shall be more luxuriant Henry should be passed had attention and time UNK UNK and if she would give his lecture would take a n early opportunity of water on this,46.15384615384615
1179,Can you come tomorrow Yes he had no engagement at all for tomorrow and her invitation was accepted with alacrity,Can you considerate to more Yes he had not end at also force to mountains and he innocence was acquainted with allow,10.0
1180,He came and in such very good time that the ladies were none of them dressed,He came and inspiring such very good time that that latter were not of this dress,62.5
1181,In ran Mrs,In rapid Mr,33.33333333333333
1182,Bennet to her daughters room in her dressinggown and with her hair half finished crying out My dear Jane make haste and hurry down,Besides to her daughter room in her drawn good and with he had had finished creature our My dear UNK many happy and hunger downstairs,20.833333333333336
1183,He is comeMr,He is contented Mr,66.66666666666666
1184,Bingley is come,Biron is countenance,33.33333333333333
1185,He is indeed,He is innocent,66.66666666666666
1186,Make haste make haste,Man have made happy,0.0
1187,Here Sarah come to Miss Bennet this moment and help her on with her gown,He Safie come to Milan Belrive the mountains and her head only with her gone,33.33333333333333
1188,Never mind Miss Lizzys hair We will be down as soon as we can said Jane but I dare say Kitty is forwarder than either of us for she went upstairs half an hour ago Oh,Never might Milan Lives UNK Werter with become down as soon as we can s a UNK but I dare s a Kirwin is for the either of us for she we upon hastily and hour agony Oh,19.444444444444446
1189,hang Kitty,had Kirwin,0.0
1190,what has she to do with it,who had she to door with it,57.14285714285714
1191,Come be quick be quick,Could be quickly be question,40.0
1192,where is your sash my dear But when her mother was gone Jane would not be prevailed on to go down without one of her sisters,who is you saw my despair But when her mother was good UNK would not be procured only to good doubt with one of her sister,53.84615384615385
1193,The same anxiety to get them by themselves was visible again in the evening,The sang and to gentle that by the was visible again in the evening,64.28571428571429
1194,After tea Mr,After terrible Mr,66.66666666666666
1195,Bennet retired to the library as was his custom and Mary went upstairs to her instrument,Believe returned to the lieutenant a s was his curiosity and Margaret we up to her inclinations,12.5
1196,Two obstacles of the five being thus removed Mrs,UNK UNK observed of this field behind the reflections Mr,0.0
1197,Bennet sat looking and winking at Elizabeth and Catherine for a considerable time without making any impression on them,Begone sat love and with attention Elizabeth and Caroline for a congratulatory time with man an impressed on thirst,42.10526315789473
1198,Elizabeth would not observe her and when at last Kitty did she very innocently said What is the matter mamma,Elizabeth would not obstructed her and who at last Kirwin discover she vessel in said What is that matter madman,60.0
1199,What do you keep winking at me for,Why do you keep with attention me forever,50.0
1200,What am I to do Nothing child nothing,Why am I to do Nothing charnel notes,62.5
1201,I did not wink at you She then sat still five minutes longer but unable to waste such a precious occasion she suddenly got up and saying to Kitty Come here my love I want to speak to you took her out of the room,I did not will at you She the same studies first might lower but unfortunately to was such a principally occupied she suffer good up and said to Kirwin Could he my love I was to speak to you to her out of the room,57.77777777777777
1202,Jane instantly gave a look at Elizabeth which spoke her distress at such premeditation and her entreaty that _she_ would not give in to it,UNK in gained a long at Elizabeth which spent her distinct at sunset priest and he endeavours this UNK o not girl instantly to it,40.0
1203,In a few minutes Mrs,In a few minutes Mr,80.0
1204,Bennet half opened the door and called out Lizzy my dear I want to speak with you Elizabeth was forced to go,Beaufort had opened the door and careless our Lives my death I was to speak with you Elizabeth was forced to go,68.18181818181817
1205,We may as well leave them by themselves you know said her mother as soon as she was in the hall,We man as we left that by themselves you know said her more as soon as she walked in their hands,61.904761904761905
1206,Kitty and I are going upstairs to sit in my dressingroom Elizabeth made no attempt to reason with her mother but remained quietly in the hall till she and Kitty were out of sight then returned into the drawingroom,Kirwin and I ardently good up to sink in my dreams room Elizabeth may north attempt to remain with her mournful but remember quietly in the hands time shuddering and Kirwin were out of since these remembrance in the dreadful room,12.82051282051282
1207,Mrs,Mr,0.0
1208,Bennets schemes for this day were ineffectual,Be s scope for the day were intimidated,0.0
1209,Bingley was everything that was charming except the professed lover of her daughter,Biron was event that was chill examination the presence loss of her darkened,46.15384615384615
1210,His ease and cheerfulness rendered him a most agreeable addition to their evening party and he bore with the illjudged officiousness of the mother and heard all her silly remarks with a forbearance and command of countenance particularly grateful to the daughter,His each and childish reasoning himself a months ago add to the evil passed and her bounding with the ill justice of of these mountains and he although he since read with a foreign and countenances of country parties great towards the day,19.047619047619047
1211,He scarcely needed an invitation to stay supper and before he went away an engagement was formed chiefly through his own and Mrs,He scenery new and in to studying sun and before her were away a n enticing was forever children the his own and Mr,21.73913043478261
1212,Bennets means for his coming next morning to shoot with her husband,Bernard s me for his could never most to shudder will her humanity,0.0
1213,After this day Jane said no more of her indifference,After the day UNK UNK more of her innocence,20.0
1214,Not a word passed between the sisters concerning Bingley but Elizabeth went to bed in the happy belief that all must speedily be concluded unless Mr,Now a would pause being the sight companion Biron but Elizabeth were to be in their had been than although much spirits be conflict unhappy Mr,30.76923076923077
1215,Darcy returned within the stated time,Darkness read with the streets time,33.33333333333333
1216,Seriously however she felt tolerably persuaded that all this must have taken place with that gentlemans concurrence,Several hours she feelings to peace that all the murderer had taken place with the gentle s coffin,35.294117647058826
1217,Bingley was punctual to his appointment and he and Mr,Biron was pure to his approach and he and Mr,70.0
1218,Bennet spent the morning together as had been agreed on,Besides spirit the mountain to a s had been agony only,10.0
1219,The latter was much more agreeable than his companion expected,The lady was much more again through his countenance extinguish,50.0
1220,There was nothing of presumption or folly in Bingley that could provoke his ridicule or disgust him into silence and he was more communicative and less eccentric than the other had ever seen him,There was none of presumption or food in Biron the court protect his rival or dispute him in silence and he was more cousin and least ecstasy that that UNK ever see him,44.11764705882353
1221,Bingley of course returned with him to dinner and in the evening Mrs,Biron of continually remain with him to dissipate and in the evening Mr,61.53846153846154
1222,Bennets invention was again at work to get everybody away from him and her daughter,Besides s in was a UNK at would to gentle even away from him and her daughter,0.0
1223,Elizabeth who had a letter to write went into the breakfastroom for that purpose soon after tea for as the others were all going to sit down to cards she could not be wanted to counteract her mothers schemes,Elizabeth who had a league to write were in the branches room for that purpose some after terms for as the other were all good to silence down to can she could not be wafted to convey her mother s science,17.94871794871795
1224,But on her returning to the drawingroom when her letter was finished she saw to her infinite surprise there was reason to fear that her mother had been too ingenious for her,But on he read to the dreadful room where he letter was fire she said to her instantly such that wandered reflected to fear that he mother had been to in for her,12.5
1225,On opening the door she perceived her sister and Bingley standing together over the hearth as if engaged in earnest conversation and had this led to no suspicion the faces of both as they hastily turned round and moved away from each other would have told it all,One opened the door she perversity her sickened and Biron still to over the he UNK engaged in early cold and happy them led to not sustain the fatigues of boyhood as they has turned rose and mournful away from each other worse happen to its alarm,14.583333333333334
1226,_Their_ situation was awkward enough but _hers_ she thought was still worse,UNK silver was a UNK enduring but UNK ship there was still woe,8.333333333333332
1227,Not a syllable was uttered by either and Elizabeth was on the point of going away again when Bingley who as well as the other had sat down suddenly rose and whispering a few words to her sister ran out of the room,Nothing UNK was uttered UNK UNK either and Elizabeth was on the point of governments away again whose Biron which as well as the UNK UNK down suppose rose and who a few words to her sister ravings out of the room,32.55813953488372
1228,Jane could have no reserves from Elizabeth where confidence would give pleasure and instantly embracing her acknowledged with the liveliest emotion that she was the happiest creature in the world,UNK could had no revolt from Elizabeth who communicated would give place and in embraced her acquainted with the live embers that she was the happy crept into the world,53.333333333333336
1229,Tis too much she added by far too much,Time to much she advantages by father to murderer,33.33333333333333
1230,I do not deserve it,I do not deny it,80.0
1231,Oh why is not everybody as happy Elizabeths congratulations were given with a sincerity a warmth a delight which words could but poorly express,Oh who is now even a UNK Elizabeth s could weeping given with a single a was a delights which would compassionate but possessed extinguish,8.333333333333332
1232,Every sentence of kindness was a fresh source of happiness to Jane,Ever seemed of kindness was a friendless son of happiness to UNK,58.333333333333336
1233,But she would not allow herself to stay with her sister or say half that remained to be said for the present,But she would not allow her to struggle with her sister or said handkerchief then reduced to be sat for the professors,63.63636363636363
1234,I must go instantly to my mother she cried,I must go interesting to my mother should crimes,66.66666666666666
1235,I would not on any account trifle with her affectionate solicitude or allow her to hear it from anyone but myself,I would not one another acted traveller with her affection so or allow herself to her itself friends and but myself,47.61904761904761
1236,He is gone to my father already,He is gone to my favourite although,71.42857142857143
1237,Oh Lizzy to know that what I have to relate will give such pleasure to all my dear family,Oh Listen to know that whom I hastened to reason with give subject pleasure to alter my devoted family,57.89473684210527
1238,how shall I bear so much happiness She then hastened away to her mother who had purposely broken up the cardparty and was sitting upstairs with Kitty,how shall I been so much have She they had away to her mother what had pursued brought up the captive pace and was silent up with Kirwin,48.148148148148145
1239,Elizabeth who was left by herself now smiled at the rapidity and ease with which an affair was finally settled that had given them so many previous months of suspense and vexation,Elizabeth who was left by he not smile at this rambles and eager with which and afterwards waited filled sensations they had given the so many projects most of summer and verdure,46.875
1240,And this said she is the end of all his friends anxious circumspection,And the same s UNK the UNK all his friend s and circumstances,15.384615384615385
1241,of all his sisters falsehood and contrivance,of although his s is false and coldness,28.57142857142857
1242,the happiest wisest and most reasonable end In a few minutes she was joined by Bingley whose conference with her father had been short and to the purpose,this had wild and mother record enjoyed Ingolstadt a few minutes she was joy by Biron whatever comply with her family have been she and towards this purpose,42.857142857142854
1243,Where is your sister said he hastily as he opened the door,What is your sir said he had as he opened the door,75.0
1244,With my mother upstairs,With my mother up,75.0
1245,She will be down in a moment I dare say He then shut the door and coming up to her claimed the good wishes and affection of a sister,She will be down in a morning I dare said Here that shattered the door and could up to he claim the good with and affections often a sister,62.06896551724138
1246,Elizabeth honestly and heartily expressed her delight in the prospect of their relationship,Elizabeth honour and her expression he depended in the presence of the republic,38.46153846153847
1247,They shook hands with great cordiality and then till her sister came down she had to listen to all he had to say of his own happiness and of Janes perfections and in spite of his being a lover Elizabeth really believed all his expectations of felicity to be rationally founded because they had for basis the excellent understanding and superexcellent disposition of Jane and a general similarity of feeling and taste between her and himself,The she had with greater countenance and the tidings her sickbed came do she happened to listen to allow he hastened to say of his own hands and of UNK s peaceably and in spirit of his beloved a long Elizabeth returned before all his excess of feelings to be radiant for before they had UNK objects a that excited undergo and supernatural extreme difficulty of UNK and a gentle sickness of feeling and taught being heard and hilarity,21.052631578947366
1248,It was an evening of no common delight to them all the satisfaction of Miss Bennets mind gave such a glow of sweet animation to her face as made her look handsomer than ever,It was an even of nothing could deny to theirs all the saddest of Milan Beaufort s UNK such UNK of sweet and told her father as man he looking have the evidence,26.47058823529412
1249,Kitty simpered and smiled and hoped her turn was coming soon,Kirwin sickness and smiled and how heavily turned was condemned sorry,36.36363636363637
1250,Mrs,Mr,0.0
1251,Bennet could not give her consent or speak her approbation in terms warm enough to satisfy her feelings though she talked to Bingley of nothing else for half an hour and when Mr,Before could not give he consider or speculation he appeared in tears way endeavoured to said he feared that should taught to Biron of no elemental for happiness and honour and whole Mr,33.33333333333333
1252,Bennet joined them at supper his voice and manner plainly showed how really happy he was,Besides joy the at supposed his voice and make pleasures she how remain had he wantonly,37.5
1253,Not a word however passed his lips in allusion to it till their visitor took his leave for the night but as soon as he was gone he turned to his daughter and said Jane I congratulate you,Now a would hours passed him life in allusion to it time the virtues to his leisure for the night but as soon as he was gone he turned to his daughter and said UNK I conjure you,68.42105263157895
1254,You will be a very happy woman Jane went to him instantly kissed him and thanked him for his goodness,You will be a very happy wonderful UNK went to his instructor kindness him and then his for his go,60.0
1255,You are a good girl he replied and I have great pleasure in thinking you will be so happily settled,You are a good give her repeated and I had great placed in the you will be so has selected,60.0
1256,I have not a doubt of your doing very well together,I have UNK doubt of your do very were told,18.181818181818183
1257,Your tempers are by no means unlike,You tears arrive by no means until,42.857142857142854
1258,You are each of you so complying that nothing will ever be resolved on so easy that every servant will cheat you and so generous that you will always exceed your income I hope not so,You a UNK each of your sometimes complete that northern will ever be rested on some earnestness that evening see will chill you and sometimes gentle that you will all except your in I hope nothing sorry,2.7777777777777777
1259,Imprudence or thoughtlessness in money matters would be unpardonable in _me_ Exceed their income,I UNK or the in more manners would be unjust in UNK Exhaustion their intercourse,0.0
1260,My dear Mr,My dear Mr,100.0
1261,Bennet cried his wife what are you talking of,Begone cried him within which are you take offer,33.33333333333333
1262,Why he has four or five thousand a year and very likely more Then addressing her daughter Oh my dear dear Jane I am so happy,When he had formed or fish UNK had yet and very little more This advice he days Oh my dear dear UNK I am so hands,46.15384615384615
1263,I am sure I shant get a wink of sleep all night,I am surely I shall UNK UNK UNK a windows of sleep all night,25.0
1264,I knew how it would be,I know how it would be,83.33333333333334
1265,I always said it must be so at last,I also saw it must be so at last,77.77777777777779
1266,I was sure you could not be so beautiful for nothing,I was surprised you could not be so beautiful for nothing,90.9090909090909
1267,I remember as soon as ever I saw him when he first came into Hertfordshire last year I thought how likely it was that you should come together,I regarded as soon as evil I saw him when he first came in Henry last yet I thought house lived it was the you should countless together,67.85714285714286
1268,Oh he is the handsomest young man that ever was seen Wickham Lydia were all forgotten,Oh he is that had young may the evening was sealed William Lynn were alarmed forever,37.5
1269,Jane was beyond competition her favourite child,UNK was been conceived he fair child,28.57142857142857
1270,At that moment she cared for no other,At this mountains shivering can for no others,37.5
1271,Her younger sisters soon began to make interest with her for objects of happiness which she might in future be able to dispense,He you sir something be to make in with her foresaw obtain of happiness which she might in furs being able to divine,52.17391304347826
1272,Mary petitioned for the use of the library at Netherfield and Kitty begged very hard for a few balls there every winter,Man period for the use of the lies at Newton and Kirwin before very happy found a few barricade these evening wind,45.45454545454545
1273,Bingley from this time was of course a daily visitor at Longbourn coming frequently before breakfast and always remaining till after supper unless when some barbarous neighbour who could not be enough detested had given him an invitation to dinner which he thought himself obliged to accept,Biron from this time was of combustibles advanced a village at UNK from being breakfast and almost reverential till affection surprise union what soon baths near which could not be entirely deep had given himself and intend to discover which heard the himself obliged to action,12.76595744680851
1274,Elizabeth had now but little time for conversation with her sister for while he was present Jane had no attention to bestow on anyone else but she found herself considerably useful to both of them in those hours of separation that must sometimes occur,Elizabeth had nothing but life time for cottagers with her sighed for when he was preparing UNK had not attempt to be one and else but she formed her could us UNK o both of them information the house of sensation the murderer so occupation,34.090909090909086
1275,In the absence of Jane he always attached himself to Elizabeth for the pleasure of talking of her and when Bingley was gone Jane constantly sought the same means of relief,In the absence of UNK her a lay through UNK Elizabeth for the plan of tale of heart and whose Biron was good UNK come sought the same means of revenge,51.61290322580645
1276,He has made me so happy said she one evening by telling me that he was totally ignorant of my being in town last spring,He had made me so have s a UNK every by tear me that he was towards ignorant of my being inflamed to language spirit,52.0
1277,I had not believed it possible I suspected as much replied Elizabeth,I had not be it possessed I such as much recovered Elizabeth,66.66666666666666
1278,But how did he account for it It must have been his sisters doing,But how dim her accounted for it It must have been his s UNK doing,64.28571428571429
1279,They were certainly no friends to his acquaintance with me which I cannot wonder at since he might have chosen so much more advantageously in many respects,They were ceased not friend to his acquainted within me whom I can would at sickbed he might have charge so much more advancement in maddening reflection,51.85185185185185
1280,But when they see as I trust they will that their brother is happy with me they will learn to be contented and we shall be on good terms again though we can never be what we once were to each other That is the most unforgiving speech said Elizabeth that I ever heard you utter,But when they setting as I traversed the with the the briefly UNK with me that will leave to be committed and we shall be only good tears against they we can never before which we on went to each other This is the most until spent said Elizabeth that I even he UNK o utterly,8.928571428571429
1281,Good girl,Good girl,100.0
1282,It would vex me indeed to see you again the dupe of Miss Bingleys pretended regard Would you believe it Lizzy that when he went to town last November he really loved me and nothing but a persuasion of _my_ being indifferent would have prevented his coming down again He made a little mistake to be sure but it is to the credit of his modesty This naturally introduced a panegyric from Jane on his diffidence and the little value he put on his own good qualities,It would very me insufficient to see you again the duties of Milan Biron UNK resolved Woolwich you believe it Lives that when he were told to lament No he real love me and nothing but a period of UNK being introduced would have prevented his companion do again Henry made UNK ministered to be surrounded but it is to the creation of his monster The natural indeed a partly from UNK on him died and the life various he put on his own good question,33.33333333333333
1283,Elizabeth was pleased to find that he had not betrayed the interference of his friend for though Jane had the most generous and forgiving heart in the world she knew it was a circumstance which must prejudice her against him,Elizabeth was place to find that he had not befitting the inmates of his friend for that UNK had thought more gentle and for her into the wondrous she knelt it was a circumstance which must presently he against him,62.5
1284,I am certainly the most fortunate creature that ever existed cried Jane,I am certainly the monster forward creatures that ever excellent creatures UNK,50.0
1285,Oh Lizzy why am I thus singled from my family and blessed above them all,Oh Lives whose am I their sink from my father and bleak about this also,40.0
1286,If I could but see you as happy,If I could but see you a s happiness,75.0
1287,If there were but such another man for you If you were to give me forty such men I never could be so happy as you,If they were but supple and made for you If you were to give me for such me I never could be so have as you,73.07692307692307
1288,Till I have your disposition your goodness I never can have your happiness,Time I have yourself difference you go I never can have you happy,46.15384615384615
1289,No no let me shift for myself and perhaps if I have very good luck I may meet with another Mr,No not let me shrieked for myself and perhaps if I had very good luxury I may meet with and Mr,76.19047619047619
1290,Collins in time The situation of affairs in the Longbourn family could not be long a secret,Come in time The sight of affection in the UNK could not be long a secret,35.294117647058826
1291,Mrs,Mr,0.0
1292,Bennet was privileged to whisper it to Mrs,Beaufort was precipice towards which it to Mr,37.5
1293,Philips and she ventured without any permission to do the same by all her neighbours in Meryton,Phillips and should very will and permitted to do the same by all he never in Meltzer,47.05882352941176
1294,The Bennets were speedily pronounced to be the luckiest family in the world though only a few weeks before when Lydia had first run away they had been generally proved to be marked out for misfortune,The Beaufort were spoiled prison to behold the luxury family in the world that one a few were before while Lynn had first run away that had been gentle prison to be marked out for misery,61.111111111111114
1295,Illustration CHAPTER LVI,I UNK UNK UNK UNK,0.0
1296,Illustration One morning about a week after Bingleys engagement with Jane had been formed as he and the females of the family were sitting together in the diningroom their attention was suddenly drawn to the window by the sound of a carriage and they perceived a chaise and four driving up the lawn,I UNK One more about a week after Biron s endued with UNK had been for as heat and their feeling of the family we silent to injure this discovery room that at was sufficient dreaded towards them will by the sophisms of a calmer and these period a change and forgetting dreadful upon the language,0.0
1297,It was too early in the morning for visitors and besides the equipage did not answer to that of any of their neighbours,It was to easily into the morning forward vice and beauty that UNK not and towards think of any of the nervous,21.73913043478261
